58 80.7
58 80.6
58 80.6
558 83.0
558 83.0
558 83.0
1058 85.4
1058 85.4
1058 85.4
1558 87.4
1558 87.4
2058 89.4
2058 89.4
2058 89.4
2558 91.6
2558 91.6
2558 91.6
3058 93.4
3058 93.4
3058 93.4
3558 95.5
3558 95.5
4058 97.7
4058 97.7
4058 97.7
4558 99.7
4558 99.7
4558 99.8
