58 0.188
58 0.187
58 0.164
558 0.239
558 0.219
558 0.209
1058 0.262
1058 0.282
1058 0.255
1558 0.295
1558 0.304
1558 0.298
2058 0.280
2058 0.299
2058 0.274
2558 0.254
2558 0.331
2558 0.319
3058 0.622
3058 0.306
3058 0.378
3558 0.530
3558 0.347
3558 0.442
4058 0.621
4058 0.811
4058 0.593
4558 0.800
4558 0.761
4558 0.582
