58 0.111
58 0.109
58 0.118
558 0.154
558 0.122
558 0.135
1058 0.159
1058 0.151
1058 0.136
1558 0.201
1558 0.158
1558 0.163
2058 0.171
2058 0.168
2058 0.184
2558 0.150
2558 0.172
2558 0.181
3058 0.348
3058 0.252
3058 0.389
3558 0.454
3558 0.191
3558 0.194
4058 0.470
4058 0.425
4058 0.565
4558 0.566
4558 0.316
4558 0.545
